TransactionAmount,AccountBalance,LoginAttempts,TransactionDuration,AmountToBalanceRatio,IsInternational,IsHighValue,VelocityScore,TransactionID,AccountID,CustomerID,MerchantID,DeviceID,Location,TransactionType,MerchantCategory,IsFraud,IsHighRisk
64.71143750648082,3115.1680532858654,2.0,20.6773783178322,0.020766350337956062,0.0,0.0,0.03333710828776921,TXN000000,AC10308,CUS10984,M294,DVC_1781,Tokyo,Wire Transfer,Gas Station,0,0
1309.7088969477907,590.7771365138985,2.0,1.8920331419994048,2.213179280063367,0.0,0.0,0.2875117935461835,TXN000001,AC35168,CUS43563,M992,DVC_2425,Singapore,ACH Transfer,Restaurant,0,0
35.7671251727598,1656.2959778118645,2.0,92.7476484556319,0.021581615868025757,0.0,0.0,0.022788372124133992,TXN000002,AC38419,CUS76383,M354,DVC_5928,New York,ACH Transfer,Retail,0,0
20.048466979848957,15405.42560801105,1.0,191.31488789563832,0.0013013055389969322,0.0,0.0,0.2595522419682472,TXN000003,AC80029,CUS97637,M178,DVC_3551,London,ATM Withdrawal,Gas Station,0,0
5812.028173941066,183650.7195699044,5.0,9.551918328106709,0.0316470120048552,1.0,1.0,0.9006599050912331,TXN000004,AC22756,CUS29377,M974,DVC_8423,Moscow,POS Debit,Travel,1,1
111.24443155246789,18577.821106264724,2.0,64.95401829047121,0.0059877013141031105,0.0,0.0,0.27469126689703094,TXN000005,AC39288,CUS17627,M197,DVC_1556,Moscow,Wire Transfer,Gas Station,0,0
69.1579994915513,3265.6325804204594,1.0,146.28778888584242,0.021171037081449098,0.0,0.0,0.17463229825986934,TXN000006,AC22384,CUS47225,M249,DVC_9704,Paris,POS Debit,Retail,0,0
207.6107509806239,59168.71176311987,2.0,82.17850630269541,0.003508733519131767,0.0,0.0,0.2518093250408111,TXN000007,AC49852,CUS47339,M885,DVC_7438,Paris,ACH Transfer,Electronics,0,0
39.71062969676664,7233.668552941644,2.0,106.68076964823145,0.00548893558926347,0.0,0.0,0.3378044820392186,TXN000008,AC25195,CUS22591,M913,DVC_7518,Sydney,Online Purchase,Travel,0,0
223.8522402295275,4136.739001131977,2.0,63.163396972186156,0.05410013540445335,0.0,0.0,0.1753214530670011,TXN000009,AC96210,CUS36808,M949,DVC_6786,Lagos,POS Debit,Gas Station,0,0
7329.8073002598685,2314.537819523534,5.0,49.64662461685214,3.1654880513971118,0.0,0.0,0.8910743120905598,TXN000010,AC44125,CUS19629,M546,DVC_5151,Moscow,Online Purchase,Electronics,1,1
33.42831729038089,4901.484161029506,2.0,46.37415269089145,0.006818648707956468,0.0,0.0,0.1517794767361603,TXN000011,AC10082,CUS67745,M222,DVC_7093,Lagos,ATM Withdrawal,Electronics,0,0
25.693266846695998,2965.577898895353,1.0,36.56044517894812,0.008660910895433842,0.0,0.0,0.14839877914472974,TXN000012,AC83978,CUS29538,M709,DVC_3899,Singapore,ACH Transfer,Restaurant,0,0
84.33914917058189,4893.278912321615,2.0,238.96416388158246,0.017232191029868255,0.0,0.0,0.5369945358436767,TXN000013,AC84821,CUS72785,M775,DVC_7734,Lagos,Online Purchase,Retail,0,0
280.62850672619686,173356.3322927575,2.0,22.223397610061095,0.001618786485778894,1.0,0.0,0.1492268202045965,TXN000014,AC61539,CUS35482,M657,DVC_6016,Singapore,Wire Transfer,Restaurant,0,0
860.1964087650092,157.1392168802193,8.0,12.884054364421392,5.0,0.0,1.0,0.8490846370119981,TXN000015,AC93328,CUS96361,M458,DVC_7509,Tokyo,ACH Transfer,Retail,1,1
14.941833462450898,6822.892265168763,2.0,58.913381247738684,0.002189635017938163,0.0,0.0,0.21986398655766698,TXN000016,AC57803,CUS11095,M338,DVC_3960,Chicago,ATM Withdrawal,Electronics,0,0
19.305872629998195,1650.9272857579938,1.0,95.39526251787353,0.01168687798575808,0.0,0.0,0.46707128979394147,TXN000017,AC68825,CUS54482,M841,DVC_5943,Chicago,Wire Transfer,Gas Station,0,0
443.6265195035174,644.8279127977914,1.0,135.7394235846878,0.6869113438929617,0.0,0.0,0.1078793016100481,TXN000018,AC91036,CUS44574,M904,DVC_9916,Sydney,ACH Transfer,Retail,0,0
86.04224160270351,14522.698148688434,1.0,14.904990532440724,0.00592426534356703,0.0,0.0,0.0547820778572939,TXN000019,AC70555,CUS57911,M855,DVC_2306,Singapore,POS Debit,Retail,0,0
39.10867239156809,1058.4878854052733,2.0,28.235185570749447,0.036912807527391706,0.0,0.0,0.14930109057761484,TXN000020,AC84826,CUS60828,M629,DVC_1759,Lagos,ACH Transfer,Electronics,0,0
28.674426708581038,19709.399063564713,2.0,140.42647847046408,0.001454786715180547,0.0,0.0,0.27060633857869326,TXN000021,AC46496,CUS83935,M782,DVC_6238,Tokyo,Wire Transfer,Travel,0,0
150.29999060431038,7433.28651620444,2.0,360.9171827078532,0.020217137216423257,0.0,0.0,0.11173505885471649,TXN000022,AC15294,CUS85093,M971,DVC_1226,Singapore,Online Purchase,Electronics,0,0
2.4026815185012396,2098.786230622946,2.0,165.4156866604364,0.0011442505353454163,0.0,0.0,0.31749297635753043,TXN000023,AC54852,CUS72496,M768,DVC_5797,Moscow,Online Purchase,Electronics,0,0
2.7030463636379958,3996.220781813345,2.0,17.26096183343383,0.0006762314395883218,0.0,0.0,0.3092527879708356,TXN000024,AC75858,CUS15501,M303,DVC_9499,Lagos,ACH Transfer,Retail,0,0
40.924416494573734,1765.486836739879,1.0,18.634985582833604,0.02316712224705923,0.0,0.0,0.04401413238641202,TXN000025,AC25836,CUS39660,M757,DVC_4378,Dubai,ACH Transfer,Electronics,0,0
206.79474446843605,356.6846097442169,2.0,142.58361067961675,0.5781482871637016,0.0,0.0,0.16267505360117618,TXN000026,AC45828,CUS53885,M242,DVC_7712,Moscow,ATM Withdrawal,Restaurant,0,0
13.077957282327892,2973.4619946998755,2.0,86.09853633349839,0.004396747144737838,0.0,0.0,0.19540815326743177,TXN000027,AC58978,CUS55217,M286,DVC_6208,Lagos,POS Debit,Electronics,0,0
216.84180807725843,17452.695106047766,1.0,104.31086453323263,0.01242383385063957,0.0,0.0,0.12647300614963936,TXN000028,AC95620,CUS20255,M587,DVC_8442,Lagos,ATM Withdrawal,Gas Station,0,0
197.92028138631346,32415.92875808445,1.0,16.354472220248713,0.006105460602493201,0.0,1.0,0.3070328189490214,TXN000029,AC48403,CUS66333,M221,DVC_5748,New York,ATM Withdrawal,Electronics,0,0
275.64367479046376,18113.926916332344,2.0,195.62377836087862,0.015216383486589977,0.0,0.0,0.13215534935025983,TXN000030,AC78920,CUS34821,M449,DVC_9988,London,Online Purchase,Electronics,0,0
1974.423555105203,109360.48034925821,2.0,36.540102916597625,0.018054104139772605,0.0,0.0,0.539302579594094,TXN000031,AC19453,CUS72509,M199,DVC_8045,New York,Online Purchase,Gas Station,0,0
30.670299834171722,101470.29941706617,1.0,23.644632653774654,0.00030225590891579113,0.0,0.0,0.1454018604115939,TXN000032,AC35381,CUS99988,M383,DVC_8624,Sydney,Wire Transfer,Travel,0,0
136.62115184019265,21557.07240236529,2.0,14.751706770474044,0.006337354717539726,1.0,0.0,0.16643330808560822,TXN000033,AC74542,CUS61754,M626,DVC_2779,Lagos,ATM Withdrawal,Travel,0,0
9961.937427986075,1085.4076878006358,8.0,9.39564426405812,5.0,1.0,0.0,0.5856064370536199,TXN000034,AC68877,CUS91297,M483,DVC_8063,Lagos,Wire Transfer,Travel,1,1
73.50944726465627,94612.00014351858,1.0,246.26183156893427,0.0007769486978866509,0.0,0.0,0.2598509655586517,TXN000035,AC63377,CUS31551,M654,DVC_1585,Singapore,ACH Transfer,Restaurant,0,0
183.1264614748745,2169.580908126514,2.0,14.037224906763011,0.08436748926946742,0.0,0.0,0.1301162549303019,TXN000036,AC13664,CUS24015,M900,DVC_2378,Paris,Wire Transfer,Gas Station,0,0
24.864303626899975,643.0519042905848,1.0,298.81226223601567,0.038606055600887784,0.0,0.0,0.06397016259050411,TXN000037,AC45864,CUS95401,M997,DVC_6707,London,Online Purchase,Restaurant,0,0
87.19817043640525,18414.564806905484,2.0,3.0008870707868054,0.00473502558030192,0.0,0.0,0.06964431634701386,TXN000038,AC99348,CUS93397,M286,DVC_6442,Paris,ATM Withdrawal,Restaurant,0,0
437.5176477636244,15882.190193117607,1.0,268.7922089103555,0.027545955342976783,0.0,0.0,0.059031766567432066,TXN000039,AC23871,CUS98205,M107,DVC_7929,Tokyo,Online Purchase,Restaurant,0,0
310.7707323216253,12535.82201951243,2.0,52.64511220399669,0.02478863717120166,0.0,0.0,0.4586038349288618,TXN000040,AC83101,CUS12497,M723,DVC_7420,Chicago,ACH Transfer,Gas Station,0,0
16.168580398885666,9863.514056876915,2.0,191.8211645346867,0.0016390650675401446,0.0,0.0,0.14287655321170473,TXN000041,AC80195,CUS72652,M644,DVC_5031,Singapore,POS Debit,Retail,0,0
2134.800742445108,51.971312674686686,6.0,24.49489734394713,5.0,0.0,0.0,0.8566754846280857,TXN000042,AC35929,CUS15850,M518,DVC_8442,Dubai,ATM Withdrawal,Retail,1,1
